TOA5,HiResAlp_I1 IP by B2,CR1000,E8768,CR1000.Std.27.04,CPU:150901_ModemStation.CR1,10337,MeteoVal,,,,,,,,,,,,
TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Avg,SWC_02_Avg,SWC_02_Std,ST_02_Avg,ST_02_Std,SWC_05_Avg,SWC_05_Std,ST_05_Avg,ST_05_Std,SWC_20_Avg,SWC_20_Std,ST_20_Avg,ST_20_Std,PARup_Avg,PARup_Std,PARdn_Avg,PARdn_Std
TS,RN,Volts,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,m^3/m^3,m^3/m^3,Deg C,Deg C,umol/m2s1,umol/m2s1,umol/m2s1,umol/m2s1
,,Avg,Avg,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std
2016-08-03 21:00:00,32394,13.07,11.81,0.4074,0,14.47,0.022,0.4918,0,14.51,0.018,0.4329,0,13.14,0.017,-3.406,0,-2.725,1.362
2016-08-03 21:15:00,32395,13.05,11.62,0.4075667,0,14.38,0.032,0.4918,0,14.45,0.021,0.4329,0,13.15,0.014,-3.179,0.85,-2.498,1.506
2016-08-03 21:30:00,32396,13.04,11.38,0.4079,0,14.29,0.037,0.4918,0,14.41,0.027,0.4329,0,13.16,0.013,-3.406,0,-2.498,1.506
2016-08-03 21:45:00,32397,13.04,11.23,0.4079,0,14.21,0.033,0.4918,0,14.34,0.023,0.4329,0,13.17,0.015,-3.406,0,-2.498,1.506
2016-08-03 22:00:00,32398,13.06,11.22,0.4079,0,14.11,0.032,0.4918,0,14.29,0.029,0.4329,0,13.17,0.008,-3.406,0,-2.498,1.506
2016-08-03 22:15:00,32399,13.04,11.21,0.4079,0,14.04,0.023,0.4918,0,14.23,0.022,0.4329,0,13.18,0.011,-3.406,0,-1.817,1.699
2016-08-03 22:30:00,32400,13.04,11.25,0.4081667,0,13.96,0.027,0.4918,0,14.19,0.019,0.4329,0,13.18,0.012,-3.406,0,-1.817,1.699
2016-08-03 22:45:00,32401,13.03,11.23,0.4081,0,13.89,0.027,0.4918,0,14.13,0.026,0.4328,0,13.18,0.017,-3.406,0,-2.044,1.669
2016-08-03 23:00:00,32402,13.05,11.27,0.4079,0,13.82,0.026,0.4918,0,14.08,0.016,0.4327,0,13.19,0.018,-3.406,0,-2.271,1.606
2016-08-03 23:15:00,32403,13.03,11.49,0.4082,0,13.75,0.03,0.4918,0,14.03,0.022,0.4324333,0,13.19,0.016,-3.406,0,-1.589,1.699
2016-08-03 23:30:00,32404,13.02,11.72,0.4084,0,13.69,0.02,0.4918,0,13.98,0.022,0.4324,0,13.19,0.015,-3.406,0,-1.589,1.699
2016-08-03 23:45:00,32405,13.02,11.82,0.4084,0,13.65,0.019,0.4918,0,13.93,0.019,0.4324,0,13.19,0.012,-3.179,0.85,-2.044,1.669
2016-08-04 00:00:00,32406,13.04,11.92,0.4084,0,13.61,0.015,0.4918,0,13.9,0.025,0.4324,0,13.18,0.015,-3.406,0,-2.271,1.606
2016-08-04 00:15:00,32407,13.02,11.96,0.4084,0,13.58,0.013,0.4920933,0,13.86,0.024,0.4324,0,13.18,0.013,-3.179,0.85,-2.725,1.362
2016-08-04 00:30:00,32408,13.01,12.03,0.4084,0,13.56,0.023,0.4922,0,13.82,0.016,0.4324,0,13.18,0.014,-3.179,0.85,-2.044,1.669
2016-08-04 00:45:00,32409,13.01,11.98,0.4084,0,13.53,0.024,0.4922,0,13.78,0.023,0.4324,0,13.17,0.016,-3.406,0,-2.044,1.669
2016-08-04 01:00:00,32410,13.02,11.8,0.4091,0,13.5,0.019,0.4922,0,13.77,0.015,0.4324,0,13.17,0.009,-3.406,0,-2.271,1.606
2016-08-04 01:15:00,32411,13,11.67,0.4094,0,13.48,0.027,0.4922,0,13.73,0.015,0.4324,0,13.17,0.012,-3.406,0,-2.271,1.606
2016-08-04 01:30:00,32412,12.99,11.61,0.4090666,0,13.45,0.02,0.4922,0,13.69,0.027,0.4324,0,13.15,0.018,-3.406,0,-1.589,1.699
2016-08-04 01:45:00,32413,12.99,11.51,0.4091,0,13.42,0.02,0.4922,0,13.66,0.016,0.4324,0,13.15,0.017,-3.406,0,-2.271,1.606
2016-08-04 02:00:00,32414,13,11.19,0.4093666,0,13.38,0.017,0.4922,0,13.64,0.022,0.4324,0,13.15,0.015,-3.406,0,-2.498,1.506
2016-08-04 02:15:00,32415,12.98,10.77,0.4094,0,13.34,0.029,0.4922,0,13.61,0.024,0.4324,0,13.14,0.013,-3.406,0,-1.817,1.699
2016-08-04 02:30:00,32416,12.97,10.63,0.4094,0,13.29,0.026,0.4922,0,13.58,0.019,0.4324,0,13.13,0.013,-3.406,0,-1.135,1.606
2016-08-04 02:45:00,32417,12.96,10.56,0.4094,0,13.23,0.027,0.4922,0,13.55,0.02,0.4324,0,13.12,0.012,-3.406,0,-1.362,1.669
2016-08-04 03:00:00,32418,12.98,10.45,0.4094,0,13.17,0.018,0.4922,0,13.51,0.018,0.4324,0,13.12,0.01,-3.406,0,-1.362,1.669
2016-08-04 03:15:00,32419,12.96,10.28,0.4094,0,13.11,0.027,0.4922,0,13.47,0.014,0.4324,0,13.11,0.017,-3.406,0,-2.271,1.606
2016-08-04 03:30:00,32420,12.95,10.25,0.4096933,0,13.06,0.029,0.4922,0,13.43,0.014,0.4324,0,13.1,0.014,-3.406,0,-1.589,1.699
2016-08-04 03:45:00,32421,12.94,10.42,0.4094333,0,13,0.019,0.4922,0,13.38,0.028,0.4324,0,13.1,0.015,-3.406,0,-2.044,1.669
2016-08-04 04:00:00,32422,12.95,10.81,0.4098867,0,12.96,0.026,0.4922,0,13.35,0.024,0.4324,0,13.08,0.011,-3.406,0,-2.498,1.506
2016-08-04 04:15:00,32423,12.93,11.13,0.40994,0,12.93,0.015,0.4922,0,13.31,0.028,0.4324,0,13.08,0.013,-3.406,0,-2.498,1.506
2016-08-04 04:30:00,32424,12.92,11.38,0.40994,0,12.91,0.015,0.4922,0,13.27,0.018,0.4322,0,13.06,0.014,-3.406,0,-1.362,1.669
2016-08-04 04:45:00,32425,12.92,11.45,0.4098533,0,12.91,0.017,0.4922,0,13.24,0.016,0.4319,0,13.07,0.011,-1.362,1.669,-1.135,1.606
2016-08-04 05:00:00,32426,12.93,11.32,0.4096133,0,12.89,0.022,0.4922,0,13.21,0.019,0.4319,0,13.05,0.012,2.725,2.225,0,0
2016-08-04 05:15:00,32427,12.91,11.17,0.40988,0,12.88,0.015,0.4922,0,13.18,0.02,0.4319,0,13.04,0.013,13.17,3.703,2.044,1.669
2016-08-04 05:30:00,32428,12.91,11.09,0.4096933,0,12.87,0.02,0.4922,0,13.16,0.018,0.4319,0,13.03,0.013,24.52,3.561,6.358,1.158
2016-08-04 05:45:00,32429,12.92,11.18,0.4094,0,12.85,0.022,0.4922,0,13.15,0.019,0.4319,0,13.02,0.014,52,12.34,14.08,3.012
2016-08-04 06:00:00,32430,12.98,11.32,0.4094,0,12.83,0.017,0.4922,0,13.12,0.013,0.4319,0,13,0.016,78.79,7.344,19.07,1.669
2016-08-04 06:15:00,32431,12.99,11.47,0.4094,0,12.83,0.018,0.4922,0,13.1,0.012,0.4319,0,12.99,0.014,100.4,18.53,25.89,6.438
2016-08-04 06:30:00,32432,13.04,11.78,0.4094,0,12.83,0.017,0.4922,0,13.08,0.019,0.4319,0,12.98,0.017,139.9,26.77,36.78,8.54
2016-08-04 06:45:00,32433,13.2,12.14,0.4094,0,12.84,0.015,0.4922,0,13.07,0.014,0.4319,0,12.98,0.015,216.8,31.13,59.26,11.45
2016-08-04 07:00:00,32434,13.46,12.57,0.4097333,0,12.88,0.019,0.4922,0,13.06,0.02,0.4319,0,12.96,0.019,280.4,35.37,76.52,12.86
2016-08-04 07:15:00,32435,13.81,13,0.40998,0,12.9,0.02,0.4922,0,13.06,0.017,0.4319,0,12.96,0.014,414.4,59.93,115.6,18.55
2016-08-04 07:30:00,32436,14.44,13.73,0.4099933,0,12.94,0.021,0.4922,0,13.06,0.018,0.4319,0,12.95,0.017,692.3,199.2,212.3,73.99
2016-08-04 07:45:00,32437,14.64,15.73,0.41,0,13.01,0.028,0.4922,0,13.07,0.017,0.4319,0,12.93,0.014,765.7,159.6,252.7,56.79
2016-08-04 08:00:00,32438,14.49,17.58,0.41,0,13.13,0.037,0.4922,0,13.09,0.018,0.4319,0,12.92,0.015,554.9,219.8,174.8,85.3
2016-08-04 08:15:00,32439,14.01,17.81,0.4094,0,13.26,0.048,0.4922,0,13.11,0.015,0.4319,0,12.91,0.015,299.3,64.54,80.1,24.1
2016-08-04 08:30:00,32440,13.92,17.26,0.4098,0,13.4,0.036,0.4922,0,13.16,0.021,0.4319,0,12.9,0.014,221.3,24.04,60.82,7.444
2016-08-04 08:45:00,32441,13.9,16.67,0.4096,0,13.48,0.026,0.4922,0,13.21,0.026,0.4319,0,12.89,0.013,226.5,57.08,71.27,25.46
2016-08-04 09:00:00,32442,14.07,16.24,0.40984,0,13.55,0.022,0.4922,0,13.25,0.017,0.4319,0,12.88,0.014,271.2,11.64,89.2,5.858
2016-08-04 09:15:00,32443,14.44,15.99,0.40984,0,13.59,0.021,0.4922,0,13.31,0.015,0.4319,0,12.87,0.02,334.4,54.59,116.4,29.37
2016-08-04 09:30:00,32444,14.12,16.04,0.4096,0,13.63,0.022,0.49204,0,13.34,0.02,0.4319,0,12.87,0.015,335.5,27.21,92.8,4.562
2016-08-04 09:45:00,32445,14.04,16.18,0.4094,0,13.69,0.019,0.4918,0,13.37,0.021,0.4319,0,12.86,0.011,301,41.55,93.3,24.29
2016-08-04 10:00:00,32446,14,16.77,0.40956,0,13.72,0.019,0.4918,0,13.41,0.023,0.4319,0,12.86,0.018,1328,497.1,617.2,250.4
2016-08-04 10:15:00,32447,13.94,18.48,0.40956,0,13.8,0.036,0.4918,0,13.45,0.016,0.4319,0,12.85,0.015,709.9,499.6,272.3,232.5
2016-08-04 10:30:00,32448,13.93,18.86,0.4094,0,13.94,0.046,0.4918,0,13.47,0.02,0.4319,0,12.85,0.017,640.2,336.4,249.9,192.1
2016-08-04 10:45:00,32449,13.92,19.04,0.4085333,0,14.09,0.041,0.4918,0,13.53,0.025,0.4319,0,12.85,0.016,917,666.3,418.5,369.6
2016-08-04 11:00:00,32450,13.93,19.08,0.4081333,0,14.23,0.047,0.49164,0,13.59,0.02,0.4319,0,12.84,0.012,654.1,254.9,282.3,136.9
2016-08-04 11:15:00,32451,13.93,18.92,0.4077667,0,14.37,0.037,0.4914,0,13.67,0.022,0.4317333,0,12.84,0.014,805,464,330.2,238.1
2016-08-04 11:30:00,32452,13.93,18.88,0.4074,0,14.5,0.031,0.4914,0,13.75,0.026,0.4314,0,12.84,0.016,534.2,131.4,194.9,58.92
2016-08-04 11:45:00,32453,13.91,19.06,0.4071333,0,14.58,0.033,0.4914,0,13.82,0.025,0.4314,0,12.84,0.01,1086,754.8,490.7,420.3
2016-08-04 12:00:00,32454,13.9,19.44,0.4069,0,14.69,0.043,0.4912667,0,13.9,0.023,0.4314,0,12.84,0.009,722.6,346.6,292.3,212.1
2016-08-04 12:15:00,32455,13.9,19.4,0.4061733,0,14.8,0.03,0.491,0,13.96,0.023,0.4314,0,12.84,0.013,1317,822,687.9,507.3
2016-08-04 12:30:00,32456,13.89,19.7,0.4050666,0,14.91,0.033,0.491,0,14.05,0.028,0.4314,0,12.85,0.016,1143,903,603,592.1
2016-08-04 12:45:00,32457,13.85,19.84,0.40436,0,15.06,0.05,0.4907866,0,14.12,0.031,0.4314,0,12.85,0.017,1235,811,611.4,538.7
2016-08-04 13:00:00,32458,13.86,20.17,0.4039333,0,15.2,0.049,0.4906,0,14.21,0.021,0.4314,0,12.86,0.013,1814,641.1,987,417.5
2016-08-04 13:15:00,32459,13.85,20.61,0.4024133,0.001,15.35,0.052,0.4904133,0,14.29,0.023,0.4311067,0,12.86,0.017,1685,605.2,932,399.2
2016-08-04 13:30:00,32460,13.85,20.78,0.4014333,0,15.55,0.058,0.4902,0,14.4,0.032,0.431,0,12.87,0.017,1537,702.6,727,360.6
2016-08-04 13:45:00,32461,13.85,20.85,0.4006533,0,15.75,0.051,0.49004,0,14.51,0.037,0.431,0,12.88,0.014,1379,771.2,575,348.4
2016-08-04 14:00:00,32462,13.84,20.58,0.3996,0,15.92,0.045,0.4898,0,14.62,0.046,0.431,0,12.89,0.013,922,665.8,408.9,375.4
2016-08-04 14:15:00,32463,13.86,20.13,0.399,0,16.03,0.027,0.4898,0,14.74,0.032,0.431,0,12.9,0.015,894,458.6,330.6,220.1
2016-08-04 14:30:00,32464,13.9,19.85,0.39856,0,16.1,0.022,0.4898,0,14.83,0.029,0.4308,0,12.91,0.014,1044,671,357.2,282.1
2016-08-04 14:45:00,32465,13.9,19.7,0.3988,0,16.11,0.017,0.4894266,0,14.9,0.027,0.4305,0,12.93,0.014,951,574,273.5,163.3
2016-08-04 15:00:00,32466,13.87,19.87,0.3981333,0,16.12,0.015,0.4894,0,14.96,0.019,0.4305,0,12.94,0.017,1431,539.5,337.2,131
2016-08-04 15:15:00,32467,13.87,20.39,0.3973466,0,16.12,0.018,0.4893733,0,15,0.025,0.4305,0,12.95,0.017,1323,570.3,321.6,143.4
2016-08-04 15:30:00,32468,13.85,20.91,0.3961667,0,16.13,0.019,0.489,0,15.05,0.015,0.4305,0,12.97,0.019,1288,408.9,292,90.4
2016-08-04 15:45:00,32469,13.81,21.55,0.3959,0,16.17,0.017,0.489,0,15.08,0.018,0.4303666,0,12.99,0.018,1373,400.1,251.6,61.26
2016-08-04 16:00:00,32470,13.84,21.49,0.3956,0,16.18,0.015,0.48884,0,15.11,0.025,0.4302,0,13.01,0.019,1113,416.9,190.6,48.8
2016-08-04 16:15:00,32471,13.88,21.12,0.3952,0,16.19,0.017,0.4886,0,15.13,0.02,0.43,0,13.03,0.012,946,441.2,153.2,25.8
2016-08-04 16:30:00,32472,13.85,20.62,0.3947,0,16.18,0.016,0.4886,0,15.16,0.013,0.43,0,13.04,0.017,787.8,353.7,83.7,16.15
2016-08-04 16:45:00,32473,13.88,20.03,0.3947,0,16.14,0.022,0.4886,0,15.17,0.018,0.43,0,13.07,0.018,618.4,283.1,82.8,13.54
2016-08-04 17:00:00,32474,13.91,19.44,0.3947,0,16.08,0.021,0.4886,0,15.18,0.02,0.43,0,13.09,0.017,603.4,251.3,68.31,15.7
2016-08-04 17:15:00,32475,13.94,18.89,0.3947,0,16.02,0.023,0.4886,0,15.18,0.022,0.43,0,13.1,0.019,430.3,224.3,46.52,8.85
2016-08-04 17:30:00,32476,13.96,18.27,0.3947,0,15.93,0.031,0.4886,0,15.16,0.019,0.43,0,13.13,0.013,428.9,224.9,51.29,13.06
2016-08-04 17:45:00,32477,14,17.71,0.3947,0,15.84,0.033,0.48828,0,15.14,0.017,0.4297,0,13.15,0.015,304.3,175.6,43.35,11.49
2016-08-04 18:00:00,32478,13.98,16.95,0.3950333,0,15.74,0.029,0.4882,0,15.12,0.016,0.4295,0,13.17,0.016,176.6,23.12,32.46,6.444
2016-08-04 18:15:00,32479,14.01,16.21,0.3952,0,15.63,0.034,0.4882,0,15.09,0.025,0.4295,0,13.19,0.016,192.7,24.67,36.32,11.84
2016-08-04 18:30:00,32480,13.91,15.58,0.3952,0,15.52,0.038,0.4882,0,15.06,0.025,0.4295,0,13.21,0.016,138.9,20.05,23.83,4.307
2016-08-04 18:45:00,32481,13.79,15.01,0.39544,0,15.43,0.029,0.4883333,0,15.02,0.023,0.4295,0,13.23,0.015,107.1,9.78,17.48,1.157
2016-08-04 19:00:00,32482,13.66,14.51,0.3958,0,15.33,0.031,0.4885733,0,14.99,0.023,0.4295,0,13.24,0.016,72.42,9.51,15.44,1.699
2016-08-04 19:15:00,32483,13.45,14.05,0.3958,0,15.23,0.035,0.4886,0,14.94,0.023,0.4295,0,13.26,0.015,34.51,8.24,7.946,1.605
2016-08-04 19:30:00,32484,13.24,13.7,0.3958,0,15.12,0.03,0.4886,0,14.9,0.018,0.4295,0,13.28,0.014,17.48,2.743,3.86,1.158
2016-08-04 19:45:00,32485,13.13,13.41,0.3962333,0,15.01,0.028,0.4886,0,14.85,0.022,0.4295,0,13.29,0.02,6.584,2.628,0,0
2016-08-04 20:00:00,32486,13.11,13.08,0.3958,0,14.92,0.028,0.4886,0,14.79,0.021,0.4295,0,13.3,0.008,0.454,1.158,-0.227,0.85
2016-08-04 20:15:00,32487,13.09,12.73,0.3958,0,14.82,0.033,0.4886,0,14.75,0.02,0.4291,0,13.32,0.015,-2.725,1.362,-1.362,1.668
2016-08-04 20:30:00,32488,13.07,12.51,0.3958,0,14.72,0.026,0.4886,0,14.68,0.02,0.429,0,13.33,0.009,-3.406,0,-2.044,1.669
2016-08-04 20:45:00,32489,13.07,12.32,0.396,0,14.64,0.033,0.4886,0,14.63,0.03,0.429,0,13.34,0.017,-3.406,0,-1.817,1.699
2016-08-04 21:00:00,32490,13.07,12.22,0.3963,0,14.54,0.03,0.4886,0,14.58,0.022,0.429,0,13.35,0.013,-3.406,0,-2.498,1.506
2016-08-04 21:15:00,32491,13.05,12.17,0.3963,0,14.45,0.041,0.4886,0,14.52,0.029,0.429,0,13.36,0.019,-3.406,0,-1.589,1.699
2016-08-04 21:30:00,32492,13.05,12.14,0.3963,0,14.36,0.029,0.4886,0,14.47,0.021,0.429,0,13.35,0.015,-3.406,0,-2.498,1.506
2016-08-04 21:45:00,32493,13.05,12.13,0.3963,0,14.28,0.031,0.4886,0,14.41,0.021,0.429,0,13.37,0.013,-3.406,0,-2.271,1.606
2016-08-04 22:00:00,32494,13.06,12.1,0.3967,0,14.21,0.03,0.4886,0,14.35,0.023,0.429,0,13.37,0.016,-3.406,0,-2.725,1.362
2016-08-04 22:15:00,32495,13.04,12,0.39704,0,14.12,0.023,0.4886,0,14.29,0.021,0.429,0,13.37,0.011,-3.406,0,-1.817,1.699
2016-08-04 22:30:00,32496,13.04,12.01,0.3974,0,14.04,0.018,0.4886,0,14.24,0.023,0.429,0,13.38,0.018,-3.406,0,-1.589,1.699
2016-08-04 22:45:00,32497,13.03,12.06,0.3974,0,13.97,0.031,0.4886,0,14.19,0.023,0.429,0,13.38,0.014,-3.406,0,-2.271,1.606
2016-08-04 23:00:00,32498,13.05,12.13,0.3974,0,13.9,0.026,0.4886,0,14.13,0.024,0.429,0,13.38,0.013,-3.406,0,-2.044,1.669
2016-08-04 23:15:00,32499,13.04,12.13,0.3974,0,13.83,0.025,0.4886,0,14.08,0.023,0.429,0,13.37,0.018,-3.406,0,-2.271,1.606
2016-08-04 23:30:00,32500,13.03,12.16,0.3974,0,13.77,0.023,0.4886,0,14.03,0.014,0.429,0,13.38,0.012,-3.406,0,-2.271,1.606
2016-08-04 23:45:00,32501,13.03,12.08,0.3974,0,13.71,0.022,0.4886,0,13.98,0.035,0.4289733,0,13.36,0.017,-3.406,0,-2.498,1.506
2016-08-05 00:00:00,32502,13.04,12.12,0.3974,0,13.66,0.026,0.4886,0,13.94,0.017,0.4286,0,13.36,0.013,-3.406,0,-2.498,1.506
2016-08-05 00:15:00,32503,13.02,12.21,0.3974,0,13.63,0.019,0.4886,0,13.9,0.014,0.4286,0,13.36,0.013,-3.406,0,-2.044,1.669
2016-08-05 00:30:00,32504,13.01,12.25,0.3976,0,13.58,0.021,0.4886,0,13.85,0.028,0.4286,0,13.35,0.016,-3.406,0,-2.271,1.606
2016-08-05 00:45:00,32505,13.01,12.23,0.3979,0,13.55,0.014,0.4886,0,13.8,0.022,0.4286,0,13.34,0.009,-3.406,0,-1.817,1.699
2016-08-05 01:00:00,32506,13.02,12.16,0.3979,0,13.51,0.017,0.4886,0,13.76,0.022,0.4286,0,13.34,0.011,-3.406,0,-2.952,1.158
2016-08-05 01:15:00,32507,13,12.07,0.3979,0,13.47,0.021,0.4886,0,13.73,0.018,0.4286,0,13.33,0.015,-3.406,0,-2.271,1.606
2016-08-05 01:30:00,32508,13,12.06,0.3979,0,13.44,0.018,0.4886,0,13.69,0.029,0.4286,0,13.32,0.016,-2.952,1.158,-2.498,1.506
2016-08-05 01:45:00,32509,12.99,12.14,0.3979,0,13.39,0.016,0.4886,0,13.66,0.021,0.4286,0,13.31,0.019,-3.406,0,-2.725,1.362
2016-08-05 02:00:00,32510,13,12.23,0.3979,0,13.37,0.017,0.4886,0,13.63,0.017,0.4286,0,13.3,0.02,-3.406,0,-2.271,1.606
2016-08-05 02:15:00,32511,12.98,12.33,0.3979,0,13.35,0.018,0.4886,0,13.59,0.015,0.4286,0,13.29,0.018,-3.406,0,-2.044,1.669
2016-08-05 02:30:00,32512,12.98,12.45,0.3978666,0,13.32,0.026,0.4886,0,13.57,0.014,0.4286,0,13.29,0.021,-3.406,0,-2.271,1.606
2016-08-05 02:45:00,32513,12.97,12.63,0.3979,0,13.31,0.017,0.4886,0,13.54,0.015,0.4286,0,13.28,0.017,-3.406,0,-2.044,1.669
2016-08-05 03:00:00,32514,12.98,12.73,0.3979,0,13.29,0.018,0.4886,0,13.51,0.012,0.4286,0,13.27,0.017,-3.406,0,-2.498,1.506
2016-08-05 03:15:00,32515,12.96,12.73,0.3981,0,13.27,0.018,0.4886,0,13.49,0.015,0.4286,0,13.26,0.013,-3.179,0.85,-1.816,1.699
2016-08-05 03:30:00,32516,12.95,12.77,0.3984,0,13.25,0.015,0.4886,0,13.46,0.018,0.4286,0,13.25,0.018,-3.406,0,-2.271,1.606
2016-08-05 03:45:00,32517,12.94,12.72,0.3984,0,13.23,0.012,0.4886,0,13.44,0.022,0.4286,0,13.24,0.01,-3.406,0,-2.271,1.606
2016-08-05 04:00:00,32518,12.95,12.61,0.3984,0,13.22,0.014,0.4886,0,13.41,0.028,0.4286,0,13.22,0.018,-3.179,0.85,-3.179,0.85
2016-08-05 04:15:00,32519,12.93,12.52,0.3984,0,13.2,0.016,0.4886,0,13.4,0.02,0.4286,0,13.22,0.015,-3.406,0,-2.044,1.669
2016-08-05 04:30:00,32520,12.92,12.46,0.3984,0,13.15,0.013,0.4886,0,13.38,0.012,0.4286,0,13.21,0.018,-3.406,0,-2.044,1.669
2016-08-05 04:45:00,32521,12.91,12.42,0.3984,0,13.14,0.016,0.4886,0,13.35,0.016,0.4286,0,13.2,0.014,-1.589,1.699,-2.271,1.606
2016-08-05 05:00:00,32522,12.92,12.43,0.3984,0,13.11,0.015,0.4886,0,13.33,0.015,0.4286,0,13.19,0.016,-0.227,0.85,0,0
2016-08-05 05:15:00,32523,12.9,12.39,0.3984,0,13.09,0.016,0.4886,0,13.3,0.019,0.4286,0,13.18,0.012,2.498,2.316,0,0
2016-08-05 05:30:00,32524,12.89,12.35,0.3984,0,13.07,0.016,0.4886,0,13.28,0.013,0.4286,0,13.16,0.016,8.4,5.947,1.589,1.699
2016-08-05 05:45:00,32525,12.89,12.3,0.3984,0,13.04,0.015,0.4886,0,13.26,0.017,0.4286,0,13.15,0.018,18.39,5.247,4.995,2.106
2016-08-05 06:00:00,32526,12.89,12.22,0.3984,0,13.01,0.023,0.4886,0,13.24,0.016,0.4286,0,13.15,0.012,13.17,9.62,2.271,3.211
2016-08-05 06:15:00,32527,12.89,12.06,0.3984,0,13,0.023,0.4886,0,13.22,0.02,0.4285667,0,13.14,0.023,14.76,6.542,3.86,2.744
2016-08-05 06:30:00,32528,12.89,11.84,0.3984,0,12.97,0.017,0.4886,0,13.19,0.013,0.4281667,0,13.12,0.016,44.05,41.43,12.26,11.65
2016-08-05 06:45:00,32529,12.91,11.67,0.3984,0,12.96,0.025,0.4886,0,13.17,0.016,0.4281,0,13.11,0.014,40.42,45.64,10.22,12.56
2016-08-05 07:00:00,32530,12.88,11.48,0.39844,0,12.95,0.02,0.4886,0,13.15,0.015,0.4281,0,13.1,0.014,9.76,6.325,1.362,2.081
2016-08-05 07:15:00,32531,12.87,11.33,0.4027067,0.005,12.93,0.021,0.48948,0.001,13.14,0.022,0.4282333,0,13.09,0.015,10.9,3.972,2.044,1.669
2016-08-05 07:30:00,32532,12.88,11.26,0.43688,0.01,12.77,0.05,0.4951,0.002,13.09,0.022,0.4285333,0,13.08,0.015,44.28,28.71,10.9,6.118
2016-08-05 07:45:00,32533,12.88,10.98,0.4570867,0.003,12.65,0.021,0.49926,0.001,13.05,0.016,0.4287867,0,13.07,0.02,29.97,22.36,7.72,6.025
2016-08-05 08:00:00,32534,12.88,10.29,0.4790533,0.016,12.57,0.044,0.5056,0.005,13,0.032,0.4293,0,13.06,0.02,35.65,11.04,9.76,3.488
2016-08-05 08:15:00,32535,12.87,9.52,NA,0,12.33,0.071,0.5150467,0.001,12.74,0.083,0.4301667,0,13.06,0.019,26.57,7.166,7.493,2.225
2016-08-05 08:30:00,32536,12.85,8.99,NA,0,12.12,0.052,0.5172,0.001,12.54,0.037,0.4334067,0.002,13.05,0.015,20.66,1.506,6.813,0
2016-08-05 08:45:00,32537,12.85,8.67,NA,0,11.97,0.04,0.5202867,0,12.41,0.036,0.4427933,0.002,13.05,0.016,32.93,5.921,9.08,1.606
2016-08-05 09:00:00,32538,12.87,8.41,NA,0,11.83,0.047,NA,7999,12.28,0.033,0.44956,0.002,13.05,0.016,44.74,3.49,12.94,1.363
2016-08-05 09:15:00,32539,12.86,8.1,NA,0,11.68,0.05,NA,0,12.17,0.037,0.45676,0.002,13.02,0.017,51.55,5.258,14.53,1.954
2016-08-05 09:30:00,32540,12.88,7.901,NA,0,11.52,0.041,NA,0,12.06,0.031,0.4627866,0.001,12.97,0.026,94.7,20.18,24.3,5.817
2016-08-05 09:45:00,32541,12.96,7.775,NA,0,11.39,0.033,NA,0,11.97,0.029,0.46498,0,12.91,0.028,171,41.6,45.88,11.46
2016-08-05 10:00:00,32542,13.13,7.741,NA,0,11.29,0.029,NA,0,11.92,0.013,0.4659133,0,12.85,0.024,231.2,45.26,62.45,12.73
2016-08-05 10:15:00,32543,13.49,7.767,NA,0,11.22,0.024,NA,0,11.89,0.01,0.4661,0,12.78,0.023,358.6,45.58,100.4,16.26
2016-08-05 10:30:00,32544,13.84,8,NA,0,11.18,0.016,NA,0,11.87,0.014,0.4661,0,12.74,0.017,367.9,59.98,104.2,17.36
2016-08-05 10:45:00,32545,13.84,8.2,NA,0,11.17,0.019,NA,0,11.86,0.017,0.4661,0,12.7,0.017,348.8,62.12,97.7,18.6
2016-08-05 11:00:00,32546,14.25,8.26,NA,0,11.16,0.022,NA,0,11.86,0.015,0.4660733,0,12.67,0.012,560,108,161,39.17
2016-08-05 11:15:00,32547,14.71,8.43,NA,0,11.18,0.018,NA,0,11.86,0.011,0.4657,0,12.64,0.012,751.3,274.3,230.3,105.7
2016-08-05 11:30:00,32548,14.72,8.99,NA,0,11.19,0.015,NA,0,11.86,0.015,0.4655933,0,12.62,0.018,610.4,92,173.7,36.09
2016-08-05 11:45:00,32549,14.8,9.41,NA,0,11.24,0.025,NA,0,11.88,0.009,0.4652666,0,12.6,0.02,613.4,100.9,183.3,33.4
2016-08-05 12:00:00,32550,14.75,9.57,NA,0,11.3,0.023,NA,0,11.91,0.013,0.4647933,0,12.58,0.015,506.6,121.5,151.2,38.03
2016-08-05 12:15:00,32551,14.24,9.32,NA,0,11.35,0.03,NA,0,11.93,0.014,0.46432,0,12.57,0.01,291.6,89.4,84.9,27.46
2016-08-05 12:30:00,32552,14.55,9.03,NA,0,11.41,0.016,NA,0,11.96,0.02,0.46384,0,12.55,0.016,366.8,121.3,106.5,37.57
2016-08-05 12:45:00,32553,13.97,8.72,NA,0,11.44,0.025,NA,0,11.99,0.022,0.4634333,0,12.54,0.012,173,31.47,47.69,9.39
